product_id,title,category,brand,description,price,stock,average_rating,rating_number
B07KXM94BT,Makeup Blender Sponge Set - 4 Pack Latex Free Q-Soft Makeup Beauty Foundation Blending Sponge Flawless Smooth Brush for Liquid Foundation BB Creams Powders Concealer (4 Pack),All Beauty,FRESHME,"[] [""UPDATED INNOVATIVE DESIGN - The FRESHME's Gorgeous Beauty Sponge combines high-tech materials with updated design to help you create a pixel-perfect look. With 4 elegant color, these Q-soft beauty sponges were uniquely created to fit in the palm of your hand for seamless blending. Every sponge is non-disposable, high-definition cosmetic blending applicator, making it a great choice from amateurs to pros. It's easy to optimize your beauty routine by using this multifunctional makeup sponge.""
 ""Q-SOFT BOUNCY LATEX-FREE - Made from non-latex sponge to reduce allergies, this makeup sponge is 100% Vegan and Cruelty free. This blending sponge is bouncy, Q-soft and smooth, giving your skin a flawless and natural looking make up. It can also avoid the waste of cosmetics because the makeup product sits on top of the sponge rather than being absorbed. Minimal absorption with maximum coverage and made to last! Say goodbye to the cakey or streaky finish with FRESHME'S Q-soft beauty sponge.""
 ""VERSATILE USAGE - This miracle beauty sponge works well with all makeup formulations, including liquids, powders, minerals, and even BB and CC creams. It provides streak-free coverage with faster application than with brushes or fingers. Once wet, it doubles in size and the wetness can help you get a dewy, sheer finish. It also works great to tap on cream highlighter atop the cheekbones, brow bones, and bridge of the nose. It is the best blending sponge applicator tool you'll ever need.""
 'PACKAGE INCLUDE - This set of Q-soft blending sponge has 4 sponges with different colors and shapes. Each sponge is purposely sliced to meet different application needs. You can get a wine red sponge with a slice on the tip side and a slice on the bottom, an orange sponge with a tilted slice on the bottom, a brown sponge with a tilted slice on the bottom and a red sponge with a slice on the side of the pointed tip. Every sponge has a shape that fits comfortably in your hand.'
 ""IN-1 MULTI-PURPOSE SPONGE - Each part of these 4 unique-shaped sponge has a very specific purpose. Those sponge have rounded sides to blend large areas of the face with a repeated dabbing or stippling motion. Meanwhile, the precision tip covers blemishes and imperfections, and the flat edge which defines contours around the eyes and nose is like a detailer for the small areas, leaving you with a complexion that's smooth, enhanced and gorgeous! The slice of the sponge makes it a multi-use tool！""]",-1.0,76,3.9,106
B09C1S6LSV,"AJOKE 10 pcs Soft Makeup Sponge set Blender,Flawless Beauty Sponge Blenders for Dry & Wet Use,for Cream,Powder and Liquid,Multi-colored Makeup Sponges",All Beauty,AJOKE,[] [],-1.0,30,4.6,187
B08QKXY1KN,"Purple Shampoo and Conditioner Set - Sulfate Free Salon Grade (2 x 16.9 fl oz) - Hydrating Toner - Shimmer Correction for Platinum Blonde, Silver, Light, and Grey Hair - New Formula",All Beauty,BELLISSO,[] [],-1.0,15,3.9,911
B088YWR6ST,"Folora 4pcs Premium 1 Inch Wide Solid Color Floral Plaid Headband Set for Women Girls, Blue-2",All Beauty,Folora,[] [],-1.0,72,4.0,5
B08HRNPNR5,"EASYDEW DW-EGF Double Synergy Moist Ampoule1.01 fl oz -K Beauty Award-Winning Anti Aging Ampoule with EGF to Plump, Moisturize Skin I For Sensitive Skin, Gift for Mom, Wife, Her",All Beauty,EASYDEW,[] [],-1.0,31,4.5,127
B07RFHCWNL,"LEEYDESIGN Cat Ears Headband Party Headbands Gifts Leopard Print Cat Ears for Girls/Women Daily Wearing and Party Decorations, Pack of 6 (Multicolor Leopard Print)",All Beauty,LEEYDESIGN,"['Product description' 'Item Features :'
 'Stylish glitter leather birthday hats for cats Comfortable to wear kitty cat birthday headband Chic Girls Glitter are appropriate for any day of the year, not just for featival or party Perfect lee design ears headband for a cutesy look Keep in trend with this headpiece Great for kids, girls and women'
 'Item Specifications :'
 'Handmade in China 100% brand new with high quality Glitter leather, ribbon and metal One size fits most Weight:approx 0.65 oz'
 'Package:'
 '6 pcs cat ear girls Colors may appear slightly different through this website due to computer picture resolution and individual monitor settings.'] ['LEEYDESIGN Glitter Cat Ears Wide Application: This Set of metal headband Can Help You Look Better in Many Situations, Such as Wedding Ceremonies, Birthday Parties and Costume Ball']",9.98,10,4.7,315
B0B5LNLFQK,"68PCS Sonic Temporary Tattoos Sticker, The Cartoon Hedgehong Tattoos for Party Favor Gift Boy Children Birthday Kids Party Decoration",All Beauty,BEDOVEOO,[] [],-1.0,53,4.0,78
B08C2T24WG,"Tweezers for Eyebrows, MORGLES 5PCS Tweezers for Women Precision Tweezers Set with Eyebrow Brush Leather Case for Eyebrow Ingrown Hair Removal",All Beauty,MORGLES,[] [],-1.0,72,4.4,183
B08LCB741R,"Microfiber Hair Towel Two Layers Turban Wrap YANJIE Super Absorbent Shower Head Towel Hair Caps with 2 Buttons,Quick Dryer Hat,Bathing Wrapped Cap for Women Girls Mom Daughter(Blue&Purple)",All Beauty,YanJie,[] [],-1.0,40,4.5,42
B09LX1NLG3,"AllWell Beauty | Moisturizing Exfoliating Botanical Radiant Face and Body Mask | With Red Maple, Safflower, & Lavender | Made in the USA | Vegan, Cruelty-Free | 5 Count, 0.5 Fl. Oz. Travel Packs",All Beauty,AllWell AllOver,[] [],-1.0,33,4.3,24
B00TXGZFHU,Beard/Stache Nutrients for Men: Beard Growth Pills - Natural Facial Hair Growth Supplement Complex - Beard Health Supplements - Formula - 60 Tablets,All Beauty,Elevate-Recovery,"['Get the vitamins and minerals needed for facial hair growth that are just too hard to find in an average diet. Our Beard and Stache formula offers a carefully designed mix of 27 different herbs, vitamins, and minerals to help your facial hair look and feel its best. Help stimulate beard growth and/or improve that mustache with Beard amp; Stache Nutrients for men!'
 '?Get 10% OFF Your Order with Coupon Code: 7XLFTGE7 ?Our Promise: Satisfaction Guaranteed or 100% Money Back! ?Made in USA | Ships Fast from Amazon'] ['27 Beard & Mustache Hair Nutrients in 1 Formula'
 'Fast and healthy facial hair-growth support for men.'
 'Includes 5000mcg of Biotin + herbal extracts, vitamins, and minerals.'
 'Beard balms and treatment oils can only do so much; pure vitamin and herbal support is the most effective way to treat your hair for amazing results.'
 'Results are guaranteed or 100% money back!']",-1.0,30,2.9,61
B09NKFQL53,8PC Lazy Bird's Nest Plate Hairpin Velvet Bird Nest Shaped Hair Clips Expandable Ponytail Holder Hair Loops Nest Plate Hairpin Hair Claw Clip barrette,All Beauty,AhkeaDirectly,[] [],-1.0,33,4.0,90
B086XH7BWW,Taya Beauty Buriti Nut Intensive Repair Shampoo & Conditioner Duo – Organic Hydrating Shampoo and Conditioner for Dry Damaged Hair - Restorative Hair Care – Travel Size 2 fl oz,All Beauty,TAYA I AM.,[] [],-1.0,85,3.4,22
B07GHPCT6T,Bellezza Versa Styler 1 Inch Titanium Plates Flat Iron Twisted Hair Straighteners (Blush Pink),All Beauty,Bellezza,['Bellezza Versa Styler 1 Inch Titanium Plates Flat Iron Twisted Hair Straighteners (Blush Pink)'] [],-1.0,82,3.8,11
B089QR2Y5B,"10 Pack Wide Headbands, 4 Style knot Turban Hairband Vintage Head wrap Hair Band Elastic Hair Accessories",All Beauty,NEWTGAN,[] [],-1.0,58,4.1,119
B08GKHQ9P1,"EZ Detangler Brush, Morgles 2 Pack Detangling Brush for Curly Hair Ez Hair Detangling Brush for Afro America/ African Hair 3a to 4c Wavy Hair",All Beauty,MORGLES,[] [],-1.0,96,3.8,63
B09473GGM4,Tirtyl Hand Soap Sheet Variety Pack - 240 Pack with Portable Storage Tin - Camping/Outdoor/Travel/Handbag - Lavender & Aloe - Bergamot & Ylang Ylang - Jasmine & Patchouli,All Beauty,Tirtyl,[] [],-1.0,1,4.4,115
B08H4F6DRD,Portable Travel Bottles Keyring Fruit Holders 50ml Refillable Empty Containers Perfect for Kids to Carry Hand Sanitiser (4pcs),All Beauty,PetSinc,[] [],-1.0,58,4.2,28
B07H53GCV2,10 Pcs Brown and 10 Pcs Black Wig Grip Headband for women,All Beauty,Aksice,"[] ['Holding Your Wig In Place - The Wig Grip Can Secure Your Wig In Place Without Glue Or Tape. Enjoy The Comfort And Secure Feeling. Please Make Sure Check Our Picture And Wear It In Proper Way.'
 ""Prevents Headaches - Prevent From Headaches That You Normally Feel While Wearing Headgears, To Create A 'Space' Between Your Head Skull And Head Accessory To Stop Further Hair Loss And Bald Spots.""
 'Comfortable And Sweat Free - The Headband Is Made Of 100% Breathable Cotton, Give You A Cool Wear,Avoid Muggy. No Matter How Many Times You Put It On, This Wig Comfort Band Will Still Serve Its Purpose.'
 'Adjustable Design - With Our Elastic Is One Size Fits All. Suit For Head Circumstance 20""-25"". Our Band Is Very Comfortable To Wear And Features An Adjustable Velcro Closure In The Back.'
 'Multiple Colors Available - We Offer Beige, Black,Brown Colors. You Can Choose The Wig Grip Similar Color Based On Scalp Color So That Your Parts Would Not Be Hindered.']",-1.0,79,4.0,238
B085XZF8WQ,"[BOTANIC HEAL BOH] Probioderm Repair Ampoule Serum 1.69 fl.oz. (50ml) - Probiotics & Peptide Highly Concentrated Anti-Aging Facial Serum, Skin Elasticity & Glow Care, Improves Saggy Skin",All Beauty,BOTANIC HEAL BOH,[] [],-1.0,12,4.7,25
B01AYTGWA8,"Fungus Nail Treatment,Sky-shop Fungus Nail Repair Oil, Fungal Nail Eliminator for Fingernails and Toenails, Repairs & Protects from Discoloration, Brittle and Cracked Nails (35ml)",All Beauty,Pei Mei,[] [],-1.0,68,3.6,351
B00J2D80W6,2.5% Retinol Cream with Hyaluronic Acid Serum - 97% Natural,All Beauty,Key West Health & Beauty,[] [],-1.0,64,3.5,183
B08GKVYS1Y,"JIADEL Gel Nail Polish Colors Set,Confetti Glitter Gel Nail Polish With No Wipe Base and Top Coat,Soak Off UV LED Nail Art Salon Starter Manicure Kit",All Beauty,JIADEL,[] [],-1.0,16,3.9,64
B08HXQ3T9K,"invisibobble Sprunchie Spiral Hair Ring - True Black - Scrunchie Stylish Bracelet, Strong Elastic Grip Coil Accessories for Women - Gentle for Girls Teens and Thick Hair",All Beauty,invisibobble,[] [],11.49,31,4.7,219
B0B1M8SBML,"Everyday Beauty Radiance Cleanser, Rejuvenating Antioxidant Gel Cleanser with Rose Hip Seed Oil, Vitamin A, C, and E for All Skin Types to Soothe and Nourish Dry Damaged Skin, 4fl oz. Pump Bottle",All Beauty,Everyday Beauty,[] [],-1.0,36,4.6,23
B00OS9YWJY,"Pure Hyaluronic Acid Serum with Vitamin C for Face - Organic Anti Aging & Anti-Wrinkle Skin Treatment - Penetrates Deeply & Activates Collagen Production for a Younger, Firmer & Brighter Complexion",All Beauty,Derma-nu Miracle Skin Remedies,[] [],-1.0,56,4.0,640
B08BMYPHD2,"Catrice | SUNGASM Luminizing Bronzer 02 | For A Sun-Kissed Shimmery Finish | Highly Pigmented & Blendable | Vegan, Paraben Free, Oil Free | Cruelty Free",All Beauty,Catrice,[] [],-1.0,69,4.1,58
B0B5YVX9YY,CELLEANSER Vegan Clean Cream 100% Vegan Ingredients Hydrating Nourishing Anti-Aging Balancing Panthenol Silky Made in Korea 60ml 2.02 fl.oz.,All Beauty,Celleanser,"[] ['🌿Vegan clean cream for barrier protection and calming. | It contains macadamia seed oil, which is similar to human skin oil, to prevent moisture evaporation'
 '🌿Strong and comfortable home skin care | The soft texture take care of sensitve skin comfortably, and it can be applied thickly at night to use as a sleeping pack'
 '🌿An elasstic solution | It minimizes irritation to the skin and contains only natural ingredients'
 '🌿Korea Vegan Certification Acquired | Celleanser vegan line is the product that can be trust and used with Korean vegan certifcation.'
 '🌿Use sensitive skin with confidence. | We have completed 23 anti-allergic tests of hypoallergenic, non paraben and heavy metals, so anyone with sensitive skin can us it with confidence.']",9.99,38,4.7,32
B08F4ZDVZQ,"TOUCH IN SOL Best of No Pore Blem Travel Kit - Face Makeup Primer, Big Pores Perfect Cover, Inner-Glowing Skin with Moisture, Long Lasting Makeup's Staying Kit",All Beauty,Touch in Sol,[] [],-1.0,78,4.1,99
B087QYY7P5,3 Packs Braiding Hair Extensions 165G Jumbo Braiding Hair High Temperature Synthetic Fiber Jumbo Braiding Hair Extensions ( Blue),All Beauty,UHair,[] [],-1.0,83,4.5,6
B098SNC6S6,"Lace Front Wigs Human Hair Pre Plucked with Baby Hair Body Wave 4x4 Transparent Lace Closure Wigs for Black Women 150% Density 10A Gread Unprocessed Brazilian Virgin Human Hair Wigs Natural Color (18"")",All Beauty,K KF BEAUTY U,[] [],-1.0,1,3.5,30
B09N9TZLG3,"buyifan 430pcs Kids Temporary Tattoo for Forest Animals, Insects, Sea Animals,Circus theme Tattoos Sticker,for little Boys and Girls Waterproof Long Lasting and Non-toxic",All Beauty,BUYIFAN,[] [],-1.0,85,4.0,46
B07MMW5654,"Grinding Away Skin Polishing Scrub, 3 fl. oz., Polishing Scrub Works to Improve Skin's Texture and Tone by Buffing Away Dead Skin Cells by Higher Education Skincare",All Beauty,Higher Education,[] [],-1.0,84,3.9,25
B08CXPSYWX,"GOGALLJUG Jade Roller and Gua Sha,100% Natural Jade Facial Body Eyes Neck Massager Tool Reduce Wrinkles Aging",All Beauty,GOG ALLJUG,"[] ['✅How to Use? -- Firstly clean your facial skin, then with skincare cream or oil start with a gentle and slow technique, scrape gently or moderately from bottom to top and from inside out, scraping each area 10 to 15 times. This can promote facial blood circulation, enhance skin permeability, promote a good metabolism, tighten the skin, lift facial lines, reduce fine lines, relieve facial muscles, remove puffiness and reduce dark circles, so as to achieve a beauty and anti-aging effect.'
 '✅Great Material -- Made by 100% Natural Premium Jade Stone, which is beneficial minerals to Skin Beauty and Body Health, more thicker and effective than traditional Guasha Boards. Long lasting, super easy to care, static free.'
 '✅Whole body Caring -- The jade roller and guasha stone can works great on neck, face, back hand, wrist, shoulders and foot. Offer you the most complete massage therapy.'
 '✅Jade Roller(63gram) -- Approx 5.78 inch long,1.77 inch for Big Head Wide,1.06 inch for small head wide.Wing Shape GuaSha Tools(40gram): Approx 3.92 inch long, 2.16 inch wide,portable and handy. Ultra smooth touch feeling that never hurt your skin.'
 ""✅Customer Satisfaction is our main goal -- If you're unsatisfied with our product for any reason,we'll give you a satisfactory solution immediately.""]",-1.0,13,4.0,43
B09KV73TGN,"Nnzes Dark Brown Wavy Wig for Women Medium Length Brown Middle Part Hair Wig Synthetic Natural Looking Wig Heat Resistant Fiber for Daily Wear (Dark Brown,16inch)",All Beauty,Nnzes,[] [],-1.0,17,3.8,22
B09J5TZ7HL,BeautyBio GloPRO Attachment Heads,Premium Beauty,unknown,[] [],49.0,14,4.6,587
B09V1WZTDP,"Sunny Isle Jamaican Black Castor Oil Pure Butter infused with Tea Tree Oil, 4 Oz",All Beauty,Sunny Isle,"[] ['IDEAL FOR ALL HAIR TEXTURES AND SKIN TYPES : Sunny Isle Jamaican Black Castor Oil Pure Butter is an all-natural, highly effective moisturizer. Works for all hair and skin types, and especially suited to dry, sensitive skin.'
 '100% PURE, NATURAL & AUTHENTIC: Sunny Isle is the original creator of castor oil pure butter. We use superior quality organic Jamaican Black Castor oil, only. Zero fillers. Zero additives.'
 'HAIR & SCALP BENEFITS: Rich in nutrients, our highly potent Jamaican Black Castor Oil stimulates hair growth, alleviates dry, itchy, flaky scalp, prevents dandruff and acts as a sealant for dry hair. Revitalizes damaged, dry hair and restores its healthy hair state, with shine and bounce.'
 'SKIN BENEFITS: A natural moisturizer concentrated into a luxurious butter format, this Castor Oil Butter is ideal for healing dry sensitive skin. It also works to alleviate Psoriasis and Eczema and helps fade scars, acne blemishes, and stretch marks.'
 'QUALITY YOU CAN COUNT ON: Sunny Isle Jamaican Black Castor Oil Brand is GMP Certified. Our traditionally processed ingredients and first-class manufacturing process with rigorous quality checks ensure you receive products of the highest quality and potency to repair, revitalize and maintain healthier hair and skin, naturally.']",9.99,13,4.4,34
B092M5K59T,"Beautiful Girl You Can Do Amazing Things, Inspirational Gifts for Women, Christmas Gifts, Amazing Gifts for Teen Girls, Beautiful Gift Makeup Bag, Inspirational Jewelry Dish, Amazing Mirror",All Beauty,VeryMerryMakering,"[] ['Amazing Friend Gifts: This special Amazing Friend Gifts set contains One Beautiful Girl Makeup Bag, One Amazing Mirror and Beautiful Girl Dish. This unique Amazing Friend Gifts set for Amazing Gifts for Teen Girls, Amazing Mom Gifts, Amazing Teacher Gift. The Best Inspirational Gifts for Women to tell your Beautiful Girl how Amazing she is'
 'Beautiful Girl Makeup Bag: Our Amazing Girl Accessories included an Beautiful Girl Bags. This Inspirational Bags comes with Beautiful sayings “Beautiful Girl You can do Amazing Things”. And our Beautiful Girl Bags is not easy to fade and easy to clean. It is perfect Amazing Woman Gifts or Inspirational Gifts for Women for your Beautiful Friend'
 'Amazing Mirror: This Inspirational Mirror is engraved with saying “Beautiful Girl You Can Do Amazing Things”. An Amazing Gifts for Teen Girls, Amazing Mom Gifts, Amazing Teacher Gifts'
 'Beautiful Girl Dish: The size of Inspirational Jewelry Plate is approximately 4"" x 4” and the Beautiful Dish comes with saying “Beautiful Girl You Can Do Amazing Things"". Perfect Inspirational Jewelry Dish to put Amazing Girl Accessories such as rings, necklace or bracelet'
 'Amazing Gifts for Her: VeryMerryMakering is a registered trademark in US PATENT AND TRADEMARK OFFICE. Our first priority is our customer’s happiness, We sincerely hope our customers can enjoy a pleasant shopping experience, Please contact us if you are not satisfied with our products Inspiration Jewelry Tray, Beautiful Girl Makeup Bag or Amazing Mirror, We will refund you 100%']",-1.0,19,4.5,54
B08FF6LQ3G,"Travel Bottles Keychain, 1.7oz/50ml Portable Hand Sanitizer Bottles, Fine Mist Spray Keychain Bottles, Empty Leakproof Refillable Containers with Flip/Spray Cap Plastic Travel Bottles (5PC)",All Beauty,XITENBAO,[] [],-1.0,34,4.4,56
B081HDSNTS,"Beast Blue Beard Oil with Organic Argan & Jojoba Oils, 1 fl oz",All Beauty,Tame the Beast,[] [],15.0,26,4.1,68
B08YJ5SKZ5,Lip Liner Set 12 Colors Natural Lip Liner Makeup Pencil Long Lasting Matte Velvet Lip Liner,All Beauty,Marine Forest,[] [],-1.0,91,3.8,70
B07W1WJZFG,"Simply Dana Cellular De-Stressing Cream, Boost Skin's Natural Immunity - 1 oz (30g)",All Beauty,Simply Dana,[] [],-1.0,87,3.9,26
B01M5ERICM,Absolute New York HD Flawless Loose Setting Powder (Brightening Banana),All Beauty,Absolute New York,"['A lightweight and finely-milled loose powder that delivers a poreless, matte finish and extended wear-time to your makeup. Great for baking and mattifying the areas of the face that are prone to creasing (under eyes and smile lines) or vulnerable to excess shine. Paraben Free, Sulfate Free, Phthalate Free, Fragrance Free How to Use After applying liquid and/or cream products, pat powder onto desired areas of the face with a brush to set your makeup in place. For a more full-coverage look, pat powder onto desired areas of the face with a sponge, and blend. Ingredients Translucent:Talc, Mica, Silica, Dimethicone, Phenyl Trimethicone, Phenoxyethanol / Ethylhexylglycerin Brightening Banana:Talc, Mica, Silica, Dimethicone, Phenyl Trimethicone, Phenoxyethanol / Ethylhexylglycerin Iron Oxides (CI 77492, CI 77491, CI 77499) May Contain/Peut Contenir:'] ['A lightweight and finely-milled loose powder that delivers a poreless, matte finish and extended wear-time to your makeup. Great for baking and mattifying the areas of the face that are prone to creasing (under eyes and smile lines) or vulnerable to excess shine.'
 'Set and perfect your makeup to last. Dust on this super light- weight setting powder to instantly mattify skin, while softening the appearance of imperfections, pores, and ne lines. The non- drying, translucent formula is designed to keep makeup in place, and impart a awless nish that atters all skin-tones without caking or chalkiness.'
 'Absolute New York is an all around beauty brand that offers the essentials from cosmetics, skincare, lashes, tools and accessories. True to our New York City roots, we promise absolute individual beauty for everyone.'
 ""Absolute New York products are 100% Cruelty Free - Proud member of PETA, we don't test any of our products on animals""]",4.48,81,4.5,200
B08BY9P4HR,BFWood,All Beauty,BFWood,[] [],-1.0,32,4.3,57
B083J1Y349,"Nail Clipper Set, GIDIBII Luxury 18 in 1 Stainless Steel Nail Clipper Kit, Manicure Pedicure Care Tools with Portable Travel Case",All Beauty,GIDIBII,[] [],-1.0,6,4.4,64
B00RW25Z2M,Avon Moisture Therapy Intensive and Repair Body Lotion Lot/2 Bottles 16.9 Fl. Oz.,All Beauty,AVON,[] [],29.99,54,4.7,345
B00KECQ8BY,Dr Song 10% Benzoyl Peroxide Acne Treatment (6oz),All Beauty,Dr Song,[] [],-1.0,35,3.5,167
B0B5VP6TZ7,Eye Corrector Serum With Triple Peptides 1 oz. (28g) by BeautyLux,All Beauty,BeautyLux,[] [],-1.0,0,4.0,64
B07WTZP6WD,STYLEAGAL False Eyelashes - 4 Pairs Multipack Natural 3D False Eyelashes Natural Thick Hand-Made Faux Mink Eyelashes Extension(G106),All Beauty,styleagal,[] [],-1.0,42,4.0,30
B095VQHVF7,"Hygieia + 100% USDA Certified Organic Anti-Aging Face Cream, Plant-Based Moisturizer with Natural Cold Pressed Oils and Beeswax, Certified Vegan and Cruelty-Free Facial Cream, 60ml",All Beauty,Hygieia +,[] [],-1.0,16,3.3,16
B08QFGV5ZQ,Brazilian Straight Bundles Human Hair 3 Bundles 10A Straight Weave Hair Bundles 100% Unprocessed Virgin Hair Extensions Natural Black (22 24 26),All Beauty,ALIANNA,[] [],-1.0,81,3.8,24
B08Y6HCR5G,Spove Spiral Hair Ties Hair Coils Hair Coil Seamless Non-slip Mixed Ponytail Holder Hair Ties for Women & Kids 15pcs,All Beauty,SPOVE,[] [],-1.0,20,4.3,69
B08NPBQR9L,"3 Barrel Curling Iron, Milantia 3/4 Inch Mini Travel Curling Wand Hair for Small Curly, Dual Voltage Ceramic Tourmaline 19mm Crimper Hair Iron for Women - Fast Heating, Portable",All Beauty,Milantia,[] [],-1.0,70,3.8,121
B0BPM7SBDK,LUMINESS Aeroscalp Scalp Massaging Brush - Air Powered Sonic Hair Massager & Cleansing Device Tool Increases Lather of Shampoos to Clean the Scalp - Water-Resistant & Gentle for Sensitive Skin,All Beauty,LUMINESS,"[] ['LUMINESS Aeroscalp Cleansing Device: Effectively clean and massage the scalp with the proven power of oxygenated air combined with sonic vibrations, enhancing the cleaning action of traditional hair treatments. IPX6 Water Resistant. Color: Berry Metallic'
 'Combine the Power of Air and Sonic Technology: Increase lather of shampoos, improving the ability to clean the scalp with less product.'
 'Flexible Silicone Bristles: Designed with soft, flexible silicone bristles to gently remove excess oil and buildup from the scalp.'
 'Why You’ll Love It: Massaging bristle tips help increase blood flow, promoting a healthy scalp for stronger more luxurious looking hair.'
 ""Our Vision: At Conture, we are driven to understand skin, how it works and functions, and to develop cutting edge solutions that meet skin's specific needs. From our designers to our research and development teams - our passion and driving force is your skin. Together, we develop solutions that deliver real results based on real science.""]",59.0,90,4.2,29
B09ZHW1293,Combofix 2Pcs Silk Scrunchies Mulberry Silk Hair Ties Cute Large Scrunchie Elastic Bands Thick Curly Hair Black Brown Ponytail Fixing Hair Tie Suitable for Girls of all ages,All Beauty,combofix,[] [],-1.0,71,3.8,22
B07J3GH1W1,"Manicure and Pedicure Nail Clipper from POWERGROOMING - Powerful Trimmer for Thick and Thin Finger Nails and Toe Nails - Included Nail File and""Catcher"" for Easy Cleanup (1 Pack)",All Beauty,POWERGROOMING,"[] [""A BETTER BUILD - We've seen the complaints when it comes to craftsmanship, so we've made absolutely sure to put our best foot forward here with these remarkable fingernail and toenail clippers! Designed with superior stainless steel and a precision cutting edge, you can rely on this clipper for years to come. No squeaks, creaks, rust, or hassle; simply a better grooming tool for you and your family!""
 ""ANY NAIL, ANYTIME - No matter if you have naturally thick and hearty nails or not, our clippers offer a smooth, clean cut with no jagged edges or nail splitting or cracking. It's an awesome grooming tool for both men and women, and even your babies and little ones! At POWERGROOMING, we believe in quality first, and our premium nail trimmers are no different.""
 ""NO SLIP GRIP - Designed with the user in mind, our nail trimmers are built with an ergonomic design, ensuring a steady clean cut without losing your grip! It's the best choice to trim the squirmy little one's nails, and nothing beats us for at home DIY manicures and pedicures. Our remarkable set even includes a gorgeous and durable leather travel case! Everything ready-packed in a gift box for special occasions such as Christmas and birthdays.""
 ""GOTTA CATCH THEM ALL - No muss, no fuss! Every one of our top quality grooming sets comes with an included nail catcher, so you don't have to go hunting for those pesky nail shards. Simply remove the attached catcher, and dump it in the trash. NOTHING could be easier. With POWERGROOMING, you'll get nothing but top-tier quality and convenience to boot.""
 ""100% GUARANTEED - Our customers are the most crucial part of our business, and that's a fact. We take pride in providing one of the very best available grooming kits for men and women, but we know that having protection on your investment is just as important, that that's why we offer a no hassle SATISFACTION GUARANTEE on every kit we sell. If for any reason you are unsatisfied with your order, all you have to do is let us know, and we'll be there to make it right!""]",-1.0,1,4.1,35
B095SHWTG6,"Professional Nail Drill Machine, Gugusure Anti-Drop 35000 RPM Rechargeable Nail Drill Machine for Acrylic Nails, Gel, Manicure, Portable Electric Cordless Efile Nail Drill Kit for Salon and Home DIY",All Beauty,Gugusure,[] [],-1.0,9,4.2,191
B0B4VHNL46,L’ange Argan-Infused Round Brush | Lightweight & Ergonomic Design | 43MM Tourmaline Ceramic Barrel,All Beauty,L'ANGE HAIR,[] [],-1.0,19,4.3,52
B08Z7FQGW3,S SNUOY Purple Crystal Vintage Queen Crowns Baroque Tiaras Wedding Bridal Queen Tiaras and Crowns for Women and Girls Party Headbands,All Beauty,S SNUOY,[] [],-1.0,47,3.7,30
B07YNH56W5,"MediLift 3D Micro-filler Patch - Micro Tip Patches for Wrinkles, Fine Lines, Smile Lines 2 x 4 sets (8 pieces)",All Beauty,MEDI LIFT,[] [],-1.0,70,3.4,60
B09JHRSPVS,"Touchland Disney Hydrating Hand Sanitizer | Limited Edition Mickey Mouse | Citrus, Lavender, Aloe, Unscented | 500-Sprays each, 1FL OZ (Set of 4)",All Beauty,Touchland,"[] [""DISNEY HAND SANITIZER 4-PACK: Inspired by Disney, you'll get one of each: Citrus Grove, Pure Lavender, Aloe You and Unscented Touchland Power Mist with 500-sprays of moisturizing hand sanitizer; Show your love for Mickey""
 'MAGICAL SCENTS: Disney and Touchland present a unique and timeless collection that brings art and magic together; Limited edition bundle of 4 Power Mist Hydrating Hand Sanitizers makes a great gift for any Disney lover'
 'WITH ALOE VERA & LEMON ESSENTIAL OIL: Elegantly-scented Power Mist leaves your hands feeling soft while killing 99.9% of germs; Moisturizing emollients provide a smooth, luxurious feel'
 'HOW TO USE: Spray enough product in your palm to thoroughly cover your hands and rub together; This fine-mist is great for using before eating, on public transportation, public restrooms and touching cash'
 ""AWARD WINNING FORMULA: The most awarded hand sanitizer by Allure's Best Beauty, Instyle, Esquire, Hello Giggles, New You, New Beauty Award and more""]",-1.0,18,4.7,273
B09NBDZDJW,"Stride Foot Cream Smoothes Rough Cracked Heels & Dry Skin –– Dematologist-Developed, Intensely Moisturizing Foot Cream with Aloe Vera, Coconut oil and Green tea",All Beauty,Stride,[] [],25.0,55,4.0,34
B08LDB8FTW,M-BOX Straight Short Bob Wig Women’s Bob Wig With Bangs Heat Resistant Fiber Hair Synthetic Wig None Lace Cosplay Wigs Natural Looking（#30 14inch）,All Beauty,M-BOX,[] [],-1.0,16,3.7,8
B08K2NG4KX,"WIOR Peacock Headband for Women, Fashion Peacock Hair Clip, 3 Pcs Peacock Feathers Hair Clip Peacock Flapper Headband with Pearls & Diamonds Hair Accessory for Girls Ladies Wedding Party Festival Prom",All Beauty,WIOR,[] [],-1.0,39,3.7,14
